date,all
2018-01-31,259200.0
2018-02-28,260000.0
2018-03-31,269000.0
2018-04-30,265000.0
2018-05-31,275000.0
2018-06-30,280000.0
2018-07-31,275000.0
2018-08-31,270000.0
2018-09-30,279000.0
2018-10-31,275000.0
2018-11-30,278000.0
2018-12-31,295000.0
