date,all
2018-01-31,1875.0
2018-02-28,1890.0
2018-03-31,1900.0
2018-04-30,1900.0
2018-05-31,1900.0
2018-06-30,1950.0
2018-07-31,1950.0
2018-08-31,1900.0
2018-09-30,1900.0
2018-10-31,1895.0
2018-11-30,1900.0
2018-12-31,1875.0
