date,all
2018-01-31,7.258064516129033
2018-02-28,7.202286440139726
2018-03-31,6.967150496562262
2018-04-30,7.147335423197493
2018-05-31,6.930091185410335
2018-06-30,7.199999999999999
2018-07-31,7.199999999999999
2018-08-31,7.147335423197493
2018-09-30,7.124999999999999
2018-10-31,7.10625
2018-11-30,7.015384615384615
2018-12-31,7.033447952485152
