date,all
2018-01-31,310000.0
2018-02-28,314900.0
2018-03-31,327250.0
2018-04-30,319000.0
2018-05-31,329000.0
2018-06-30,325000.0
2018-07-31,325000.0
2018-08-31,319000.0
2018-09-30,320000.0
2018-10-31,320000.0
2018-11-30,325000.0
2018-12-31,319900.0
